user_id,install_date,event_date,country,device,ab_group,acquisition_channel,session_length,revenue
333,2026-01-18,2026-01-24,FI,iOS,A,Organic,54,5
333,2026-01-18,2026-01-25,FI,iOS,A,Organic,40,10
335,2026-01-01,2026-01-01,US,Android,B,Referral,28,0
335,2026-01-01,2026-01-03,US,Android,B,Referral,45,5
335,2026-01-01,2026-01-04,US,Android,B,Referral,42,10
335,2026-01-01,2026-01-06,US,Android,B,Referral,7,15
335,2026-01-01,2026-01-07,US,Android,B,Referral,19,0
336,2026-01-11,2026-01-12,FI,iOS,A,Organic,22,0
336,2026-01-11,2026-01-13,FI,iOS,A,Organic,28,0
336,2026-01-11,2026-01-14,FI,iOS,A,Organic,38,5
336,2026-01-11,2026-01-15,FI,iOS,A,Organic,42,0
336,2026-01-11,2026-01-16,FI,iOS,A,Organic,15,0
336,2026-01-11,2026-01-18,FI,iOS,A,Organic,6,0
337,2026-01-28,2026-01-28,FI,iOS,B,Referral,8,10
337,2026-01-28,2026-01-30,FI,iOS,B,Referral,5,5
337,2026-01-28,2026-01-31,FI,iOS,B,Referral,28,5
337,2026-01-28,2026-02-02,FI,iOS,B,Referral,35,10
338,2026-01-25,2026-01-25,IN,Android,B,Organic,58,0
338,2026-01-25,2026-01-26,IN,Android,B,Organic,42,0
338,2026-01-25,2026-01-29,IN,Android,B,Organic,33,0
338,2026-01-25,2026-01-30,IN,Android,B,Organic,58,5
338,2026-01-25,2026-01-31,IN,Android,B,Organic,33,5
338,2026-01-25,2026-02-01,IN,Android,B,Organic,14,5
339,2026-01-25,2026-01-25,FI,Android,B,Ads,46,0
339,2026-01-25,2026-01-26,FI,Android,B,Ads,43,2
339,2026-01-25,2026-01-27,FI,Android,B,Ads,26,0
341,2026-01-23,2026-01-23,US,Android,A,Organic,40,10
341,2026-01-23,2026-01-25,US,Android,A,Organic,45,10
342,2026-01-30,2026-01-31,US,iOS,A,Ads,51,5
342,2026-01-30,2026-02-05,US,iOS,A,Ads,30,5
344,2026-01-03,2026-01-03,FI,iOS,B,Ads,47,0
344,2026-01-03,2026-01-05,FI,iOS,B,Ads,41,2
345,2026-01-07,2026-01-08,DE,Android,A,Organic,52,0
348,2026-01-26,2026-01-26,DE,iOS,B,Influencer,19,3
348,2026-01-26,2026-01-27,DE,iOS,B,Influencer,45,0
348,2026-01-26,2026-01-29,DE,iOS,B,Influencer,11,8
348,2026-01-26,2026-01-30,DE,iOS,B,Influencer,29,3
348,2026-01-26,2026-02-03,DE,iOS,B,Influencer,53,0
349,2026-01-16,2026-01-17,US,iOS,A,Organic,38,0
349,2026-01-16,2026-01-18,US,iOS,A,Organic,18,10
350,2026-01-25,2026-01-26,DE,iOS,A,Ads,40,5
351,2026-01-20,2026-01-22,US,Android,B,Organic,41,0
351,2026-01-20,2026-01-23,US,Android,B,Organic,14,0
351,2026-01-20,2026-01-24,US,Android,B,Organic,5,5
351,2026-01-20,2026-01-25,US,Android,B,Organic,19,10
353,2026-01-17,2026-01-18,US,iOS,B,Ads,24,0
355,2026-01-01,2026-01-01,IN,iOS,B,Ads,27,5
357,2026-01-30,2026-01-30,US,iOS,A,Referral,35,0
357,2026-01-30,2026-02-01,US,iOS,A,Referral,25,0
358,2026-01-12,2026-01-13,FI,iOS,B,Referral,21,10
359,2026-01-05,2026-01-07,US,Android,A,Ads,40,0
360,2026-01-05,2026-01-10,DE,Android,A,Organic,34,0
360,2026-01-05,2026-01-11,DE,Android,A,Organic,20,10
360,2026-01-05,2026-01-13,DE,Android,A,Organic,54,0
361,2026-01-27,2026-01-27,DE,Android,B,Ads,14,5
361,2026-01-27,2026-01-28,DE,Android,B,Ads,51,0
361,2026-01-27,2026-01-30,DE,Android,B,Ads,24,5
362,2026-01-23,2026-01-23,IN,Android,B,Influencer,30,0
363,2026-01-09,2026-01-10,US,iOS,B,Influencer,10,0
364,2026-01-09,2026-01-11,FI,Android,B,Ads,33,0
364,2026-01-09,2026-01-15,FI,Android,B,Ads,26,0
365,2026-01-03,2026-01-04,DE,Android,B,Referral,40,10
366,2026-01-19,2026-01-19,FI,iOS,B,Referral,20,0
366,2026-01-19,2026-01-21,FI,iOS,B,Referral,17,10
366,2026-01-19,2026-01-22,FI,iOS,B,Referral,58,5
366,2026-01-19,2026-01-24,FI,iOS,B,Referral,6,5
366,2026-01-19,2026-01-25,FI,iOS,B,Referral,44,5
366,2026-01-19,2026-01-26,FI,iOS,B,Referral,45,0
366,2026-01-19,2026-01-27,FI,iOS,B,Referral,59,15
367,2026-01-16,2026-01-17,FI,iOS,A,Ads,18,2
371,2026-01-24,2026-01-24,FI,Android,B,Influencer,22,0
371,2026-01-24,2026-01-25,FI,Android,B,Influencer,23,8
371,2026-01-24,2026-01-26,FI,Android,B,Influencer,35,3
371,2026-01-24,2026-01-27,FI,Android,B,Influencer,26,0
371,2026-01-24,2026-01-28,FI,Android,B,Influencer,18,3
371,2026-01-24,2026-01-29,FI,Android,B,Influencer,34,0
371,2026-01-24,2026-01-30,FI,Android,B,Influencer,36,3
372,2026-01-22,2026-01-22,DE,iOS,A,Referral,15,15
372,2026-01-22,2026-01-23,DE,iOS,A,Referral,31,15
372,2026-01-22,2026-01-25,DE,iOS,A,Referral,48,15
372,2026-01-22,2026-01-26,DE,iOS,A,Referral,25,15
373,2026-01-24,2026-01-25,US,iOS,A,Referral,13,15
374,2026-01-01,2026-01-02,IN,iOS,A,Organic,23,10
374,2026-01-01,2026-01-04,IN,iOS,A,Organic,32,0
374,2026-01-01,2026-01-05,IN,iOS,A,Organic,26,0
375,2026-01-24,2026-01-24,DE,iOS,B,Referral,52,15
377,2026-01-11,2026-01-11,IN,iOS,B,Ads,47,2
377,2026-01-11,2026-01-12,IN,iOS,B,Ads,16,2
378,2026-01-17,2026-01-17,DE,iOS,A,Organic,47,0
378,2026-01-17,2026-01-18,DE,iOS,A,Organic,37,0
378,2026-01-17,2026-01-21,DE,iOS,A,Organic,27,0
380,2026-01-04,2026-01-04,FI,iOS,A,Ads,46,0
380,2026-01-04,2026-01-10,FI,iOS,A,Ads,6,2
382,2026-01-08,2026-01-09,US,Android,A,Ads,59,5
382,2026-01-08,2026-01-11,US,Android,A,Ads,52,5
382,2026-01-08,2026-01-13,US,Android,A,Ads,26,0
382,2026-01-08,2026-01-14,US,Android,A,Ads,18,2
383,2026-01-20,2026-01-22,DE,Android,B,Organic,31,5
384,2026-01-30,2026-01-30,IN,iOS,B,Referral,23,0
385,2026-01-03,2026-01-05,FI,Android,A,Ads,16,2
385,2026-01-03,2026-01-06,FI,Android,A,Ads,13,0
385,2026-01-03,2026-01-07,FI,Android,A,Ads,30,0
385,2026-01-03,2026-01-09,FI,Android,A,Ads,20,0
386,2026-01-16,2026-01-17,US,Android,A,Ads,40,0
386,2026-01-16,2026-01-18,US,Android,A,Ads,55,0
387,2026-01-30,2026-01-30,IN,iOS,A,Organic,19,5
387,2026-01-30,2026-02-02,IN,iOS,A,Organic,55,10
387,2026-01-30,2026-02-04,IN,iOS,A,Organic,45,0
387,2026-01-30,2026-02-05,IN,iOS,A,Organic,16,0
387,2026-01-30,2026-02-06,IN,iOS,A,Organic,48,10
388,2026-01-25,2026-01-26,US,Android,A,Referral,25,0
388,2026-01-25,2026-01-27,US,Android,A,Referral,13,5
388,2026-01-25,2026-01-29,US,Android,A,Referral,39,15
390,2026-01-25,2026-01-25,US,Android,A,Influencer,12,0
391,2026-01-29,2026-01-29,DE,Android,B,Ads,23,0
391,2026-01-29,2026-01-31,DE,Android,B,Ads,37,0
391,2026-01-29,2026-02-01,DE,Android,B,Ads,5,0
392,2026-01-18,2026-01-18,DE,Android,A,Influencer,19,3
392,2026-01-18,2026-01-19,DE,Android,A,Influencer,6,3
392,2026-01-18,2026-01-22,DE,Android,A,Influencer,27,8
392,2026-01-18,2026-01-24,DE,Android,A,Influencer,33,0
392,2026-01-18,2026-01-25,DE,Android,A,Influencer,36,0
394,2026-01-18,2026-01-18,FI,Android,A,Organic,36,10
394,2026-01-18,2026-01-19,FI,Android,A,Organic,6,10
394,2026-01-18,2026-01-20,FI,Android,A,Organic,49,10
394,2026-01-18,2026-01-21,FI,Android,A,Organic,26,5
394,2026-01-18,2026-01-22,FI,Android,A,Organic,31,10
394,2026-01-18,2026-01-23,FI,Android,A,Organic,32,0
394,2026-01-18,2026-01-24,FI,Android,A,Organic,48,0
395,2026-01-02,2026-01-03,IN,Android,A,Organic,42,5
395,2026-01-02,2026-01-05,IN,Android,A,Organic,57,0
396,2026-01-22,2026-01-22,FI,iOS,B,Organic,35,5
396,2026-01-22,2026-01-23,FI,iOS,B,Organic,14,0
396,2026-01-22,2026-01-25,FI,iOS,B,Organic,34,0
396,2026-01-22,2026-01-27,FI,iOS,B,Organic,19,0
397,2026-01-03,2026-01-04,US,iOS,A,Organic,51,0
397,2026-01-03,2026-01-05,US,iOS,A,Organic,32,5
398,2026-01-16,2026-01-20,US,iOS,A,Ads,53,0
398,2026-01-16,2026-01-21,US,iOS,A,Ads,47,0
398,2026-01-16,2026-01-22,US,iOS,A,Ads,30,0
399,2026-01-29,2026-02-04,DE,Android,A,Ads,39,5
399,2026-01-29,2026-02-05,DE,Android,A,Ads,36,2
400,2026-01-09,2026-01-10,US,iOS,B,Ads,18,0
400,2026-01-09,2026-01-13,US,iOS,B,Ads,41,2
401,2026-01-04,2026-01-04,IN,Android,A,Organic,22,10
401,2026-01-04,2026-01-05,IN,Android,A,Organic,55,0
402,2026-01-01,2026-01-03,US,Android,A,Ads,28,5
403,2026-01-04,2026-01-05,US,iOS,B,Organic,28,0
404,2026-01-01,2026-01-01,IN,iOS,B,Influencer,40,0
404,2026-01-01,2026-01-02,IN,iOS,B,Influencer,8,8
404,2026-01-01,2026-01-03,IN,iOS,B,Influencer,33,8
404,2026-01-01,2026-01-04,IN,iOS,B,Influencer,35,3
404,2026-01-01,2026-01-06,IN,iOS,B,Influencer,53,0
405,2026-01-14,2026-01-18,FI,Android,B,Ads,41,0
405,2026-01-14,2026-01-20,FI,Android,B,Ads,23,0
405,2026-01-14,2026-01-22,FI,Android,B,Ads,53,0
406,2026-01-21,2026-01-21,FI,iOS,A,Organic,59,5
406,2026-01-21,2026-01-22,FI,iOS,A,Organic,35,10
407,2026-01-16,2026-01-18,IN,Android,A,Organic,10,0
407,2026-01-16,2026-01-20,IN,Android,A,Organic,9,0
407,2026-01-16,2026-01-21,IN,Android,A,Organic,11,5
407,2026-01-16,2026-01-22,IN,Android,A,Organic,19,0
407,2026-01-16,2026-01-23,IN,Android,A,Organic,49,0
408,2026-01-20,2026-01-20,DE,iOS,A,Referral,33,0
408,2026-01-20,2026-01-21,DE,iOS,A,Referral,53,5
408,2026-01-20,2026-01-22,DE,iOS,A,Referral,47,15
408,2026-01-20,2026-01-23,DE,iOS,A,Referral,43,15
408,2026-01-20,2026-01-24,DE,iOS,A,Referral,35,15
408,2026-01-20,2026-01-25,DE,iOS,A,Referral,7,5
409,2026-01-24,2026-01-24,US,iOS,B,Influencer,29,3
409,2026-01-24,2026-01-27,US,iOS,B,Influencer,40,0
409,2026-01-24,2026-01-30,US,iOS,B,Influencer,43,3
411,2026-01-07,2026-01-08,US,Android,A,Influencer,26,3
411,2026-01-07,2026-01-09,US,Android,A,Influencer,21,8
411,2026-01-07,2026-01-14,US,Android,A,Influencer,5,0
411,2026-01-07,2026-01-15,US,Android,A,Influencer,26,8
412,2026-01-03,2026-01-03,DE,iOS,B,Ads,31,0
412,2026-01-03,2026-01-07,DE,iOS,B,Ads,36,0
412,2026-01-03,2026-01-08,DE,iOS,B,Ads,46,0
413,2026-01-17,2026-01-18,US,Android,B,Referral,17,0
414,2026-01-01,2026-01-01,IN,Android,B,Referral,42,0
416,2026-01-12,2026-01-12,FI,Android,B,Influencer,53,8
416,2026-01-12,2026-01-13,FI,Android,B,Influencer,51,8
416,2026-01-12,2026-01-16,FI,Android,B,Influencer,29,0
416,2026-01-12,2026-01-17,FI,Android,B,Influencer,36,0
416,2026-01-12,2026-01-19,FI,Android,B,Influencer,47,0
417,2026-01-27,2026-01-27,DE,iOS,A,Ads,50,2
417,2026-01-27,2026-01-30,DE,iOS,A,Ads,54,0
417,2026-01-27,2026-02-03,DE,iOS,A,Ads,46,0
417,2026-01-27,2026-02-04,DE,iOS,A,Ads,59,2
418,2026-01-19,2026-01-22,DE,Android,B,Organic,28,10
418,2026-01-19,2026-01-24,DE,Android,B,Organic,29,10
419,2026-01-22,2026-01-22,DE,Android,A,Ads,14,5
419,2026-01-22,2026-01-24,DE,Android,A,Ads,50,0
420,2026-01-23,2026-01-23,IN,iOS,A,Organic,50,0
420,2026-01-23,2026-01-24,IN,iOS,A,Organic,11,10
420,2026-01-23,2026-01-25,IN,iOS,A,Organic,59,0
421,2026-01-22,2026-01-22,DE,Android,B,Referral,58,10
421,2026-01-22,2026-01-23,DE,Android,B,Referral,49,10
421,2026-01-22,2026-01-24,DE,Android,B,Referral,45,5
421,2026-01-22,2026-01-25,DE,Android,B,Referral,47,15
422,2026-01-14,2026-01-14,FI,iOS,B,Organic,50,0
422,2026-01-14,2026-01-15,FI,iOS,B,Organic,20,10
423,2026-01-30,2026-02-02,IN,Android,B,Organic,32,0
423,2026-01-30,2026-02-04,IN,Android,B,Organic,6,0
423,2026-01-30,2026-02-06,IN,Android,B,Organic,13,0
423,2026-01-30,2026-02-07,IN,Android,B,Organic,20,10
424,2026-01-06,2026-01-07,FI,iOS,A,Ads,46,5
425,2026-01-06,2026-01-06,US,Android,B,Referral,28,10
425,2026-01-06,2026-01-07,US,Android,B,Referral,17,10
425,2026-01-06,2026-01-10,US,Android,B,Referral,26,5
425,2026-01-06,2026-01-12,US,Android,B,Referral,54,10
425,2026-01-06,2026-01-13,US,Android,B,Referral,18,15
425,2026-01-06,2026-01-14,US,Android,B,Referral,11,15
426,2026-01-13,2026-01-13,US,iOS,B,Ads,23,0
426,2026-01-13,2026-01-16,US,iOS,B,Ads,54,0
427,2026-01-19,2026-01-19,US,Android,B,Organic,9,5
427,2026-01-19,2026-01-20,US,Android,B,Organic,40,5
427,2026-01-19,2026-01-22,US,Android,B,Organic,21,5
427,2026-01-19,2026-01-23,US,Android,B,Organic,59,0
427,2026-01-19,2026-01-24,US,Android,B,Organic,25,5
427,2026-01-19,2026-01-25,US,Android,B,Organic,22,5
428,2026-01-22,2026-01-22,US,Android,B,Influencer,53,8
428,2026-01-22,2026-01-23,US,Android,B,Influencer,44,3
428,2026-01-22,2026-01-25,US,Android,B,Influencer,57,8
429,2026-01-08,2026-01-08,FI,iOS,B,Referral,19,0
429,2026-01-08,2026-01-10,FI,iOS,B,Referral,46,15
430,2026-01-27,2026-01-27,IN,iOS,A,Organic,39,10
430,2026-01-27,2026-01-28,IN,iOS,A,Organic,35,5
430,2026-01-27,2026-01-29,IN,iOS,A,Organic,7,5
430,2026-01-27,2026-01-30,IN,iOS,A,Organic,33,0
430,2026-01-27,2026-01-31,IN,iOS,A,Organic,33,0
430,2026-01-27,2026-02-02,IN,iOS,A,Organic,54,5
431,2026-01-27,2026-01-27,IN,iOS,A,Referral,7,10
432,2026-01-02,2026-01-03,DE,iOS,A,Referral,41,10
432,2026-01-02,2026-01-04,DE,iOS,A,Referral,30,0
432,2026-01-02,2026-01-05,DE,iOS,A,Referral,42,15
432,2026-01-02,2026-01-06,DE,iOS,A,Referral,33,10
433,2026-01-21,2026-01-21,FI,Android,B,Referral,5,15
433,2026-01-21,2026-01-22,FI,Android,B,Referral,23,5
433,2026-01-21,2026-01-23,FI,Android,B,Referral,18,0
433,2026-01-21,2026-01-25,FI,Android,B,Referral,20,0
433,2026-01-21,2026-01-26,FI,Android,B,Referral,53,15
434,2026-01-30,2026-01-31,US,Android,B,Organic,9,0
434,2026-01-30,2026-02-01,US,Android,B,Organic,35,0
434,2026-01-30,2026-02-02,US,Android,B,Organic,37,0
434,2026-01-30,2026-02-04,US,Android,B,Organic,45,5
435,2026-01-01,2026-01-01,FI,iOS,B,Ads,56,0
435,2026-01-01,2026-01-03,FI,iOS,B,Ads,49,5
437,2026-01-15,2026-01-18,DE,iOS,B,Ads,26,5
437,2026-01-15,2026-01-19,DE,iOS,B,Ads,34,2
437,2026-01-15,2026-01-21,DE,iOS,B,Ads,11,0
438,2026-01-01,2026-01-01,FI,iOS,B,Organic,8,0
438,2026-01-01,2026-01-03,FI,iOS,B,Organic,42,0
438,2026-01-01,2026-01-04,FI,iOS,B,Organic,5,10
438,2026-01-01,2026-01-05,FI,iOS,B,Organic,30,0
439,2026-01-05,2026-01-08,FI,Android,B,Ads,46,2
439,2026-01-05,2026-01-11,FI,Android,B,Ads,30,0
442,2026-01-16,2026-01-16,US,Android,A,Ads,25,0
443,2026-01-19,2026-01-19,FI,Android,B,Referral,36,15
443,2026-01-19,2026-01-22,FI,Android,B,Referral,46,0
443,2026-01-19,2026-01-23,FI,Android,B,Referral,29,0
443,2026-01-19,2026-01-24,FI,Android,B,Referral,50,15
444,2026-01-04,2026-01-04,FI,Android,A,Organic,10,0
444,2026-01-04,2026-01-06,FI,Android,A,Organic,34,10
444,2026-01-04,2026-01-09,FI,Android,A,Organic,40,10
444,2026-01-04,2026-01-10,FI,Android,A,Organic,35,0
444,2026-01-04,2026-01-11,FI,Android,A,Organic,37,5
444,2026-01-04,2026-01-12,FI,Android,A,Organic,26,10
445,2026-01-03,2026-01-03,FI,Android,A,Ads,41,0
445,2026-01-03,2026-01-04,FI,Android,A,Ads,16,0
445,2026-01-03,2026-01-06,FI,Android,A,Ads,42,2
445,2026-01-03,2026-01-07,FI,Android,A,Ads,23,2
445,2026-01-03,2026-01-09,FI,Android,A,Ads,14,2
446,2026-01-17,2026-01-18,DE,iOS,A,Referral,26,0
447,2026-01-17,2026-01-17,DE,iOS,B,Ads,20,0
447,2026-01-17,2026-01-22,DE,iOS,B,Ads,20,0
448,2026-01-12,2026-01-12,IN,iOS,B,Referral,29,5
448,2026-01-12,2026-01-13,IN,iOS,B,Referral,44,10
448,2026-01-12,2026-01-14,IN,iOS,B,Referral,57,10
448,2026-01-12,2026-01-16,IN,iOS,B,Referral,43,15
449,2026-01-28,2026-01-28,US,iOS,A,Referral,29,15
449,2026-01-28,2026-01-29,US,iOS,A,Referral,20,15
449,2026-01-28,2026-01-31,US,iOS,A,Referral,41,15
450,2026-01-30,2026-01-31,IN,iOS,A,Ads,7,0
450,2026-01-30,2026-02-01,IN,iOS,A,Ads,26,0
450,2026-01-30,2026-02-03,IN,iOS,A,Ads,22,0
450,2026-01-30,2026-02-04,IN,iOS,A,Ads,31,2
450,2026-01-30,2026-02-05,IN,iOS,A,Ads,38,0
451,2026-01-29,2026-01-29,US,Android,B,Referral,34,5
451,2026-01-29,2026-01-30,US,Android,B,Referral,27,10
451,2026-01-29,2026-01-31,US,Android,B,Referral,29,0
452,2026-01-14,2026-01-14,DE,iOS,B,Organic,41,0
452,2026-01-14,2026-01-17,DE,iOS,B,Organic,53,0
452,2026-01-14,2026-01-20,DE,iOS,B,Organic,26,5
453,2026-01-21,2026-01-21,DE,iOS,A,Organic,57,0
454,2026-01-06,2026-01-07,DE,iOS,B,Ads,28,5
454,2026-01-06,2026-01-08,DE,iOS,B,Ads,34,0
454,2026-01-06,2026-01-10,DE,iOS,B,Ads,25,0
454,2026-01-06,2026-01-14,DE,iOS,B,Ads,51,0
457,2026-01-09,2026-01-09,FI,iOS,B,Ads,7,0
458,2026-01-05,2026-01-08,DE,iOS,A,Organic,22,5
458,2026-01-05,2026-01-09,DE,iOS,A,Organic,42,10
458,2026-01-05,2026-01-11,DE,iOS,A,Organic,35,5
459,2026-01-24,2026-01-24,FI,Android,B,Organic,19,0
459,2026-01-24,2026-01-26,FI,Android,B,Organic,30,10
460,2026-01-29,2026-01-29,FI,Android,B,Organic,17,0
460,2026-01-29,2026-01-30,FI,Android,B,Organic,18,5
460,2026-01-29,2026-01-31,FI,Android,B,Organic,44,10
462,2026-01-14,2026-01-14,US,Android,A,Ads,18,2
462,2026-01-14,2026-01-15,US,Android,A,Ads,14,5
462,2026-01-14,2026-01-16,US,Android,A,Ads,10,0
462,2026-01-14,2026-01-17,US,Android,A,Ads,17,0
462,2026-01-14,2026-01-20,US,Android,A,Ads,26,5
462,2026-01-14,2026-01-22,US,Android,A,Ads,59,0
464,2026-01-03,2026-01-03,DE,Android,B,Ads,15,0
464,2026-01-03,2026-01-05,DE,Android,B,Ads,10,5
464,2026-01-03,2026-01-07,DE,Android,B,Ads,32,2
464,2026-01-03,2026-01-08,DE,Android,B,Ads,30,0
465,2026-01-28,2026-01-28,IN,Android,B,Ads,6,0
465,2026-01-28,2026-01-30,IN,Android,B,Ads,13,2
465,2026-01-28,2026-01-31,IN,Android,B,Ads,32,0
467,2026-01-20,2026-01-20,FI,Android,A,Organic,33,0
467,2026-01-20,2026-01-21,FI,Android,A,Organic,52,0
467,2026-01-20,2026-01-22,FI,Android,A,Organic,59,0
467,2026-01-20,2026-01-23,FI,Android,A,Organic,11,0
467,2026-01-20,2026-01-25,FI,Android,A,Organic,6,0
467,2026-01-20,2026-01-26,FI,Android,A,Organic,29,10
468,2026-01-29,2026-01-29,DE,Android,A,Referral,27,10
468,2026-01-29,2026-01-31,DE,Android,A,Referral,25,0
468,2026-01-29,2026-02-01,DE,Android,A,Referral,37,15
468,2026-01-29,2026-02-04,DE,Android,A,Referral,32,5
469,2026-01-21,2026-01-21,US,Android,A,Ads,37,5
469,2026-01-21,2026-01-23,US,Android,A,Ads,16,5
469,2026-01-21,2026-01-24,US,Android,A,Ads,32,2
469,2026-01-21,2026-01-26,US,Android,A,Ads,39,0
469,2026-01-21,2026-01-27,US,Android,A,Ads,53,0
469,2026-01-21,2026-01-28,US,Android,A,Ads,37,0
469,2026-01-21,2026-01-29,US,Android,A,Ads,41,0
471,2026-01-01,2026-01-01,US,iOS,B,Ads,43,0
472,2026-01-03,2026-01-05,US,iOS,B,Referral,8,0
473,2026-01-18,2026-01-18,DE,iOS,B,Organic,8,0
473,2026-01-18,2026-01-20,DE,iOS,B,Organic,5,5
474,2026-01-25,2026-01-25,DE,iOS,A,Organic,45,0
475,2026-01-10,2026-01-10,IN,iOS,A,Referral,39,10
475,2026-01-10,2026-01-11,IN,iOS,A,Referral,51,0
476,2026-01-22,2026-01-23,DE,iOS,B,Organic,49,10
476,2026-01-22,2026-01-24,DE,iOS,B,Organic,46,0
477,2026-01-26,2026-01-27,DE,Android,A,Referral,47,0
477,2026-01-26,2026-01-28,DE,Android,A,Referral,52,10
477,2026-01-26,2026-01-29,DE,Android,A,Referral,45,10
477,2026-01-26,2026-01-30,DE,Android,A,Referral,35,15
477,2026-01-26,2026-01-31,DE,Android,A,Referral,48,0
477,2026-01-26,2026-02-01,DE,Android,A,Referral,36,15
478,2026-01-03,2026-01-03,DE,Android,B,Referral,13,10
478,2026-01-03,2026-01-04,DE,Android,B,Referral,47,10
479,2026-01-08,2026-01-08,US,Android,B,Ads,21,0
479,2026-01-08,2026-01-10,US,Android,B,Ads,52,2
479,2026-01-08,2026-01-11,US,Android,B,Ads,56,0
479,2026-01-08,2026-01-15,US,Android,B,Ads,58,0
479,2026-01-08,2026-01-16,US,Android,B,Ads,47,0
480,2026-01-14,2026-01-15,IN,iOS,A,Ads,45,0
481,2026-01-24,2026-01-26,FI,iOS,B,Ads,56,0
481,2026-01-24,2026-01-28,FI,iOS,B,Ads,59,5
481,2026-01-24,2026-01-30,FI,iOS,B,Ads,33,0
482,2026-01-18,2026-01-18,US,iOS,B,Ads,51,0
483,2026-01-15,2026-01-15,DE,iOS,A,Influencer,33,8
483,2026-01-15,2026-01-16,DE,iOS,A,Influencer,11,8
483,2026-01-15,2026-01-18,DE,iOS,A,Influencer,59,3
483,2026-01-15,2026-01-19,DE,iOS,A,Influencer,7,0
483,2026-01-15,2026-01-20,DE,iOS,A,Influencer,57,3
483,2026-01-15,2026-01-21,DE,iOS,A,Influencer,24,0
484,2026-01-22,2026-01-23,US,iOS,B,Organic,19,0
484,2026-01-22,2026-01-24,US,iOS,B,Organic,23,5
484,2026-01-22,2026-01-25,US,iOS,B,Organic,10,5
485,2026-01-23,2026-01-23,DE,Android,B,Ads,14,0
485,2026-01-23,2026-01-24,DE,Android,B,Ads,21,0
485,2026-01-23,2026-01-30,DE,Android,B,Ads,23,0
486,2026-01-02,2026-01-07,DE,Android,A,Referral,11,15
486,2026-01-02,2026-01-08,DE,Android,A,Referral,56,10
486,2026-01-02,2026-01-09,DE,Android,A,Referral,33,15
487,2026-01-27,2026-01-27,US,iOS,B,Organic,34,0
487,2026-01-27,2026-01-28,US,iOS,B,Organic,30,0
487,2026-01-27,2026-01-31,US,iOS,B,Organic,47,5
489,2026-01-02,2026-01-02,DE,iOS,B,Ads,17,5
489,2026-01-02,2026-01-03,DE,iOS,B,Ads,31,0
489,2026-01-02,2026-01-04,DE,iOS,B,Ads,24,0
489,2026-01-02,2026-01-05,DE,iOS,B,Ads,33,0
489,2026-01-02,2026-01-06,DE,iOS,B,Ads,12,5
490,2026-01-26,2026-02-01,IN,iOS,A,Organic,27,0
491,2026-01-17,2026-01-18,FI,Android,A,Referral,30,15
492,2026-01-08,2026-01-09,DE,iOS,A,Ads,24,5
492,2026-01-08,2026-01-10,DE,iOS,A,Ads,35,0
492,2026-01-08,2026-01-11,DE,iOS,A,Ads,18,2
492,2026-01-08,2026-01-16,DE,iOS,A,Ads,10,0
493,2026-01-01,2026-01-01,IN,iOS,B,Ads,27,0
493,2026-01-01,2026-01-02,IN,iOS,B,Ads,14,5
493,2026-01-01,2026-01-05,IN,iOS,B,Ads,24,5
494,2026-01-09,2026-01-10,IN,iOS,A,Organic,48,0
494,2026-01-09,2026-01-11,IN,iOS,A,Organic,33,0
494,2026-01-09,2026-01-13,IN,iOS,A,Organic,22,10
494,2026-01-09,2026-01-15,IN,iOS,A,Organic,16,5
495,2026-01-11,2026-01-12,FI,iOS,A,Ads,37,5
496,2026-01-22,2026-01-22,IN,Android,A,Organic,16,5
496,2026-01-22,2026-01-23,IN,Android,A,Organic,23,0
497,2026-01-16,2026-01-16,IN,iOS,A,Organic,12,10
498,2026-01-07,2026-01-10,FI,iOS,A,Ads,51,0
499,2026-01-29,2026-01-29,DE,Android,B,Influencer,11,0
499,2026-01-29,2026-01-31,DE,Android,B,Influencer,27,0
499,2026-01-29,2026-02-01,DE,Android,B,Influencer,37,0
499,2026-01-29,2026-02-02,DE,Android,B,Influencer,27,0
499,2026-01-29,2026-02-03,DE,Android,B,Influencer,38,8
499,2026-01-29,2026-02-05,DE,Android,B,Influencer,33,0
500,2026-01-10,2026-01-10,IN,Android,B,Organic,13,0
500,2026-01-10,2026-01-11,IN,Android,B,Organic,20,10
500,2026-01-10,2026-01-15,IN,Android,B,Organic,8,0
502,2026-01-26,2026-01-26,IN,iOS,B,Organic,5,10
502,2026-01-26,2026-01-29,IN,iOS,B,Organic,12,5
503,2026-01-03,2026-01-05,US,iOS,B,Referral,40,5
503,2026-01-03,2026-01-06,US,iOS,B,Referral,54,5
504,2026-01-18,2026-01-20,FI,Android,B,Referral,23,5
504,2026-01-18,2026-01-22,FI,Android,B,Referral,20,5
504,2026-01-18,2026-01-23,FI,Android,B,Referral,22,10
505,2026-01-25,2026-01-27,US,Android,B,Ads,36,5
505,2026-01-25,2026-01-28,US,Android,B,Ads,40,0
506,2026-01-24,2026-01-25,FI,Android,A,Influencer,56,8
507,2026-01-13,2026-01-13,DE,Android,B,Organic,8,0
507,2026-01-13,2026-01-15,DE,Android,B,Organic,14,10
507,2026-01-13,2026-01-16,DE,Android,B,Organic,46,0
507,2026-01-13,2026-01-18,DE,Android,B,Organic,53,0
508,2026-01-28,2026-01-28,DE,Android,A,Ads,51,0
